id_1,id_2
15053,6029
18438,6029
18952,6029
2216,6053
11253,6053
2265,6053
2514,6053
4496,6053
221,6065
328,6065
701,6065
3616,6099
2603,6099
4443,6099
1291,6099
3577,6099
4517,6099
1485,6158
650,6158
909,6158
5390,6158
11415,6158
1272,6158
2996,6158
770,6160
2224,6160
3892,6160
3996,6160
4131,6160
5099,6160
5458,6160
11401,6160
679,6160
1097,6160
1123,6160
1387,6160
2311,6160
2442,6160
2773,6160
3757,6160
4453,6160
4499,6160
5011,6160
5451,6160
11244,6160
917,6160
3334,6160
3911,6160
5132,6160
5622,6160
21231,6160
1271,6160
1391,6160
3867,6160
11704,6160
15615,6160
4518,6171
4948,6171
4786,6171
7460,6171
3342,6202
3066,6202
4737,6202
1360,6202
6173,6202
7475,6202
356,6202
3896,6202
5817,6209
3798,6290
4453,6290
4499,6290
4518,6290
4948,6290
4786,6290
7460,6290
2078,6290
3130,6290
2533,6356
961,6383
1205,6383
1387,6383
2442,6383
4855,6383
11244,6383
2245,6383
4975,6383
1054,6388
654,6388
2476,6388
10670,6388
4655,6388
5893,6388
15908,6388
1535,6404
3302,6404
3875,6418
50,6441
150,6441
395,6441
496,6441
770,6441
2596,6441
3073,6441
3097,6441
5361,6441
5458,6441
5951,6441
6160,6441
127,6441
377,6441
754,6441
1025,6441
1123,6441
1387,6441
1654,6441
2442,6441
2773,6441
3370,6441
3679,6441
4225,6441
4499,6441
4689,6441
5432,6441
8606,6441
11363,6441
197,6441
917,6441
1007,6441
1278,6441
2874,6441
3040,6441
3242,6441
3334,6441
3374,6441
4440,6441
4672,6441
4786,6441
5280,6441
5495,6441
368,6441
614,6441
757,6441
2942,6441
3491,6441
3499,6441
3735,6441
3805,6441
4042,6441
4502,6441
5212,6441
9493,6441
11704,6441
14971,6447
15359,6447
17154,6447
18409,6447
227,6447
4474,6447
10849,6447
18262,6447
646,6447
14377,6447
20053,6447
3130,6447
10718,6447
11809,6447
13911,6447
17392,6447
18721,6447
1585,6471
1886,6471
4278,6471
14298,6471
22374,6481
1901,6481
3919,6481
1372,6481
5212,6481
4625,6499
5646,6499
2461,6551
5518,6551
2684,6551
2991,6551
5183,6551
197,6551
3630,6551
4440,6551
5495,6551
2444,6551
5623,6551
148,6562
2544,6562
3342,6562
6202,6562
3066,6562
4737,6562
4948,6562
1360,6562
7460,6562
7475,6562
356,6562
2078,6562
3735,6562
3896,6562
1300,6601
2101,6601
3303,6601
7153,6601
4275,6601
6022,6601
15438,6601
484,6606
909,6606
10108,6606
7194,6606
9446,6606
3493,6621
12640,6621
7892,6621
10761,6621
13134,6621
6603,6621
7917,6621
10253,6621
1461,6621
6427,6621
7311,6621
14862,6621
2874,6628
2942,6628
5521,6685
347,6686
5951,6686
1063,6686
12169,6686
391,6686
47,6686
356,6686
7427,6686
18828,6686
3673,6731
11382,6731
1536,6797
4279,6797
15246,6797
4467,6797
6768,6797
4864,6815
5013,6820
2443,6820
1244,6932
3269,6932
3420,6932
863,6932
4257,6932
4985,6932
5465,6932
1535,6932
3302,6932
4775,6932
5631,6932
6836,6932
7966,6932
11402,6932
2284,6932
4496,6932
4851,6932
6722,6968
2890,7043
753,7043
12950,7043
2897,7043
3081,7043
3862,7043
4372,7043
4760,7043
5948,7043
12812,7043
496,7083
1901,7083
8606,7083
197,7083
1508,7083
3229,7083
3867,7083
4249,7083
5212,7083
1300,7153
2810,7153
3303,7153
5637,7153
6007,7153
4275,7153
2034,7153
2419,7153
306,7162
6797,7162
701,7162
990,7162
2743,7162
4296,7162
4701,7162
5631,7162
6206,7162
131,7162
1654,7173
6541,7173
4496,7173
50,7320
496,7320
1683,7320
3073,7320
5361,7320
5486,7320
5931,7320
337,7320
724,7320
909,7320
997,7320
1025,7320
1330,7320
2334,7320
4431,7320
11363,7320
4676,7320
5280,7320
368,7320
4379,7320
4616,7320
5212,7320
7162,7341
4701,7341
699,7391
5828,7403
5463,7403
756,7457
2596,7558
3097,7558
6441,7558
1387,7558
1654,7558
2442,7558
3679,7558
4855,7558
7467,7558
2245,7558
4633,7558
4884,7558
5587,7558
6626,7558
1282,7558
3797,7558
12280,7558
4296,7597
406,7602
891,7602
1620,7602
2105,7602
3223,7602
701,7602
1182,7602
4967,7602
187,7602
4211,7602
1494,7602
2377,7680
4516,7680
5683,7680
927,7680
2068,7680
6290,7694
3798,7694
4225,7694
4499,7694
4948,7694
6422,7694
6453,7694
7460,7694
927,7694
2078,7694
4249,7694
7010,7694
18949,7694
1044,7705
11382,7705
7558,7749
120,7749
4633,7749
4975,7749
19648,7792
6596,7824
148,7833
1485,7833
3342,7833
6202,7833
6562,7833
18581,7833
2639,7833
3066,7833
4737,7833
6994,7833
574,7833
1360,7833
1372,7833
6173,7833
6347,7833
6703,7833
7475,7833
356,7833
538,7833
3896,7833
7269,7833
2105,7866
1183,7880
2544,7880
4956,7880
6471,7880
742,7880
1585,7880
2554,7880
4879,7880
7761,7880
8325,7880
185,7880
1148,7880
1886,7880
6213,7880
1265,7880
4502,7880
3948,7891
2262,7928
2603,7928
3577,7928
4111,7932
11253,7932
5631,7932
4810,7956
4372,7956
6433,7956
2105,7974
2114,7974
2837,7974
4086,7974
7691,7974
5806,7974
6015,7974
657,7982
1404,7982
2192,8016
3673,8061
4453,8061
7735,8061
7777,8061
5495,8061
11004,8061
11872,8061
11230,8061
20856,8061
3683,8113
6932,8113
11343,8113
16349,8113
4879,8113
8724,8113
12354,8113
9441,8113
4338,8113
9992,8113
582,8117
3735,8117
3683,8126
6774,8126
684,8126
7879,8126
15211,8126
2112,8127
14495,8143
227,8143
8036,8143
205,8143
7367,8143
8072,8300
7142,8300
2178,8340
1860,8353
5353,8353
909,8353
7132,8353
8225,8353
11415,8353
4018,8353
5518,8367
1827,8367
5064,8367
5183,8367
7502,8367
7735,8367
391,8367
3630,8367
1431,8367
1701,8367
14,8389
961,8389
2596,8389
6441,8389
715,8389
754,8389
2085,8389
2442,8389
4225,8389
4399,8389
4518,8389
8002,8389
2874,8389
4097,8389
6806,8389
4502,8389
5212,8389
6232,8389
8316,8389
9493,8389
11775,8389
1654,8402
4518,8402
4689,8402
3046,8402
1583,8402
280,8535
8535,8535
655,8535
7553,8535
49,8535
3000,8535
5500,8535
7799,8535
134,8555
4919,8577
3820,8577
1156,8613
2833,8613
2119,8613
128,8613
672,8613
9602,8613
142,8613
682,8613
2080,8613
4930,8613
8396,8613
624,8735
6686,8735
3521,8735
7142,8735
7843,8735
770,8790
3073,8790
5458,8790
8389,8790
567,8790
1387,8790
1654,8790
2085,8790
2442,8790
3077,8790
3757,8790
4516,8790
5432,8790
7467,8790
8002,8790
133,8790
1921,8790
2209,8790
3334,8790
4097,8790
4440,8790
7966,8790
8139,8790
8232,8790
22328,8790
1271,8790
1282,8790
1761,8790
2942,8790
3499,8790
4502,8790
5896,8790
5910,8790
15615,8790
339,8883
395,8883
961,8883
1745,8883
2461,8883
2544,8883
3024,8883
3073,8883
3892,8883
4131,8883
5203,8883
5458,8883
5748,8883
6160,8883
6441,8883
8117,8883
8790,8883
10917,8883
12353,8883
127,8883
715,8883
899,8883
1123,8883
1387,8883
1654,8883
2085,8883
2311,8883
2459,8883
2773,8883
4499,8883
4516,8883
4518,8883
4560,8883
4689,8883
4810,8883
5064,8883
5183,8883
5432,8883
6066,8883
6541,8883
7026,8883
7096,8883
7379,8883
7467,8883
7793,8883
8010,8883
8700,8883
9692,8883
224,8883
977,8883
1278,8883
1880,8883
1921,8883
2874,8883
3046,8883
3374,8883
3432,8883
3830,8883
4440,8883
5587,8883
6806,8883
6875,8883
6993,8883
7325,8883
7487,8883
8139,8883
8216,8883
8499,8883
8718,8883
8740,8883
8755,8883
11382,8883
21231,8883
22328,8883
240,8883
405,8883
1071,8883
1271,8883
1282,8883
1431,8883
1761,8883
2244,8883
2422,8883
2444,8883
2819,8883
2942,8883
3428,8883
3491,8883
3499,8883
3735,8883
3805,8883
4042,8883
4343,8883
4502,8883
5019,8883
5057,8883
5212,8883
5247,8883
6115,8883
6780,8883
6961,8883
15615,8883
12950,8923
5203,8926
6441,8926
8883,8926
1387,8926
1654,8926
2459,8926
4516,8926
8010,8926
8139,8926
8755,8926
240,8926
368,8926
614,8926
1271,8926
1761,8926
2942,8926
3735,8926
2837,8992
5529,8992
770,9024
5458,9024
6441,9024
8790,9024
12353,9024
1123,9024
3006,9024
3757,9024
8700,9024
917,9024
5587,9024
8139,9024
22328,9024
1071,9024
1271,9024
657,9069
464,9069
4716,9069
9073,9073
701,9073
1235,9101
8735,9113
3521,9113
3745,9113
5683,9113
7843,9113
8896,9113
961,9125
983,9125
1891,9125
2224,9125
2596,9125
3073,9125
3097,9125
3996,9125
5073,9125
5093,9125
5458,9125
6441,9125
8389,9125
8790,9125
11401,9125
12353,9125
159,9125
679,9125
715,9125
754,9125
1123,9125
1205,9125
1387,9125
2311,9125
2442,9125
2773,9125
3370,9125
3757,9125
4225,9125
4399,9125
4518,9125
4689,9125
5432,9125
7412,9125
8263,9125
11244,9125
1007,9125
1278,9125
2245,9125
2874,9125
2981,9125
3584,9125
3911,9125
4097,9125
5132,9125
5650,9125
5897,9125
6222,9125
6806,9125
7325,9125
8232,9125
8293,9125
21231,9125
22328,9125
270,9125
2244,9125
2422,9125
2942,9125
3805,9125
4502,9125
5896,9125
6361,9125
6721,9125
8316,9125
8869,9125
8896,9125
11775,9125
15615,9125
19,9184
6671,9184
2117,9190
4338,9190
909,9196
4296,9196
6811,9196
4864,9196
1620,9211
2105,9211
7230,9211
8775,9237
2595,9237
5424,9237
961,9241
983,9241
5458,9241
6160,9241
6383,9241
6441,9241
7749,9241
9125,9241
377,9241
1084,9241
1205,9241
1387,9241
1654,9241
2442,9241
2773,9241
3077,9241
3679,9241
4399,9241
4855,9241
5432,9241
7467,9241
7827,9241
7961,9241
11244,9241
1007,9241
1278,9241
2245,9241
2874,9241
2981,9241
3242,9241
3584,9241
4633,9241
5132,9241
5622,9241
6444,9241
6806,9241
7325,9241
8139,9241
21231,9241
1103,9241
1271,9241
1391,9241
2284,9241
2942,9241
3499,9241
4502,9241
6151,9241
6961,9241
8869,9241
9220,9241
11775,9241
16194,9241
280,9256
9256,9256
655,9256
7553,9256
49,9256
5500,9256
7799,9256
8911,9256
8450,9314
1011,9314
5281,9324
12749,9324
4228,9324
5086,9324
7367,9324
1485,9337
8353,9337
909,9337
7132,9337
8225,9337
11415,9337
4018,9337
9180,9337
3342,9352
6562,9352
18581,9352
3919,9352
4737,9352
9262,9352
388,9352
1360,9352
4189,9352
4228,9352
11676,9352
2553,9352
7269,9352
496,9356
5931,9356
6551,9356
7320,9356
11389,9356
1025,9356
1330,9356
4499,9356
5064,9356
7735,9356
8606,9356
9117,9356
9893,9356
197,9356
3630,9356
4676,9356
5469,9356
11545,9372
7533,9372
2552,9372
50,9379
496,9379
5361,9379
5931,9379
7320,9379
997,9379
1025,9379
1330,9379
2334,9379
4431,9379
7735,9379
11363,9379
4676,9379
5280,9379
4379,9379
4616,9379
5212,9379
2230,9392
7297,9392
2658,9392
6770,9392
7740,9392
1827,9419
6243,9419
5746,9419
2216,9468
2216,9481
6968,9481
961,9528
3024,9528
6628,9528
9125,9528
11323,9528
11401,9528
12353,9528
19792,9528
679,9528
1123,9528
1654,9528
2085,9528
2442,9528
4518,9528
7735,9528
9294,9528
10318,9528
11289,9528
12464,9528
22265,9528
917,9528
3584,9528
5132,9528
5622,9528
7325,9528
8139,9528
9677,9528
12496,9528
22328,9528
2942,9528
4494,9528
4502,9528
6045,9528
6780,9528
6980,9528
7456,9528
11804,9528
15615,9528
6685,9570
5521,9570
909,9597
4124,9597
2596,9599
7558,9599
4615,9599
7157,9599
9504,9599
6626,9599
8482,9599
8978,9599
9373,9599
1366,9599
18717,9620
4141,9620
160,9620
14864,9620
7197,9703
13653,9774
2377,9774
391,9774
5683,9774
7487,9774
10054,9774
10578,9774
11092,9774
2842,9774
5098,9774
9761,9774
13488,9774
3073,9784
6202,9784
6441,9784
6481,9784
22374,9784
432,9784
1387,9784
1901,9784
4499,9784
6422,9784
436,9784
1508,9784
3229,9784
4786,9784
5382,9784
6993,9784
7460,9784
8216,9784
927,9784
3491,9784
4249,9784
5212,9784
8038,9784
5013,9809
6982,9809
2443,9809
496,9827
14031,9827
4779,9827
10827,9827
3577,9827
11114,9827
347,9905
5951,9905
6686,9905
916,9905
1063,9905
3821,9905
4737,9905
7502,9905
8057,9905
9339,9905
9594,9905
12169,9905
391,9905
4064,9905
6173,9905
9104,9905
1194,9905
6219,9905
6980,9905
7427,9905
8038,9905
18828,9905
339,9919
3024,9919
8883,9919
9319,9919
4440,9919
405,9919
1391,9919
3735,9919
2114,9924
7798,9924
4254,9924
4652,9924
5806,9924
1156,9936
2833,9936
8613,9936
2119,9936
7969,9936
128,9936
672,9936
9602,9936
142,9936
682,9936
2080,9936
4930,9936
8396,9936
4942,9937
756,9944
7457,9944
2595,9978
1745,10002
9241,10002
1205,10002
1654,10002
9294,10002
11244,10002
2193,10002
2245,10002
8139,10002
1391,10002
3499,10002
6151,10002
8869,10002
9220,10002
4750,10005
9599,10005
19648,10005
2858,10005
4615,10005
7157,10005
9416,10005
10003,10005
5565,10005
5981,10005
7351,10005
8978,10005
9994,10005
1366,10005
2892,10005
9423,10005
6471,10045
7956,10045
1011,10045
3139,10066
8353,10066
9898,10066
6838,10066
5448,10066
5025,10066
2726,10068
1184,10068
8603,10068
7260,10068
9992,10068
17392,10068
2726,10071
10068,10071
2117,10107
1156,10166
2112,10166
2833,10166
9936,10166
2119,10166
7969,10166
128,10166
312,10166
672,10166
9602,10166
142,10166
682,10166
2080,10166
4930,10166
8396,10166
17392,10166
8606,10192
254,10202
961,10202
983,10202
2596,10202
8883,10202
1387,10202
2442,10202
2773,10202
7793,10202
9319,10202
1209,10202
1586,10202
6806,10202
8232,10202
9525,10202
1391,10202
2244,10202
3805,10202
6543,10202
9220,10202
2947,10206
2539,10206
7627,10206
280,10210
8535,10210
9256,10210
10210,10210
655,10210
7553,10210
49,10210
3000,10210
5500,10210
7799,10210
1620,10327
2105,10327
6441,10339
10426,10339
11323,10339
14497,10339
15531,10339
19792,10339
1387,10339
2442,10339
7026,10339
7379,10339
8740,10339
11756,10339
16746,10339
496,10364
3269,10364
5740,10364
9352,10364
15857,10364
337,10364
1063,10364
2311,10364
7096,10364
9087,10364
197,10364
224,10364
3995,10364
4835,10364
5086,10364
9276,10364
10827,10364
1068,10364
2595,10364
6115,10364
14908,10364
2337,10395
2890,10395
4187,10395
367,10395
1339,10395
1803,10395
2897,10395
3081,10395
3862,10395
4265,10395
8443,10395
9109,10395
9514,10395
12833,10395
4760,10395
5948,10395
8855,10395
12812,10395
14,10426
496,10426
770,10426
961,10426
983,10426
1745,10426
1891,10426
2461,10426
2596,10426
3073,10426
3097,10426
3390,10426
3996,10426
5361,10426
5458,10426
5513,10426
6441,10426
7320,10426
7558,10426
8790,10426
8883,10426
9241,10426
9784,10426
10364,10426
11315,10426
11341,10426
11389,10426
11401,10426
12288,10426
12641,10426
14031,10426
14045,10426
14249,10426
14497,10426
14666,10426
14778,10426
15066,10426
15076,10426
19792,10426
20135,10426
22374,10426
701,10426
715,10426
754,10426
1025,10426
1123,10426
1205,10426
1387,10426
1901,10426
2075,10426
2377,10426
2442,10426
2506,10426
2773,10426
3757,10426
4225,10426
4453,10426
4499,10426
4516,10426
4518,10426
4656,10426
4948,10426
5064,10426
5390,10426
5432,10426
5451,10426
7379,10426
7735,10426
7827,10426
8263,10426
8606,10426
9319,10426
9549,10426
9625,10426
9893,10426
9949,10426
10319,10426
10701,10426
10887,10426
11034,10426
11244,10426
11332,10426
11363,10426
11449,10426
11617,10426
12017,10426
12243,10426
12464,10426
12521,10426
13915,10426
14209,10426
14429,10426
14678,10426
14966,10426
15174,10426
15239,10426
22265,10426
133,10426
197,10426
436,10426
1278,10426
1372,10426
1508,10426
2209,10426
2608,10426
2673,10426
2874,10426
3229,10426
3242,10426
3630,10426
4097,10426
4672,10426
4786,10426
5382,10426
5469,10426
5495,10426
5557,10426
5622,10426
6222,10426
6444,10426
6993,10426
7325,10426
7460,10426
7653,10426
7712,10426
8139,10426
8216,10426
8232,10426
8482,10426
8740,10426
9074,10426
9275,10426
9377,10426
9910,10426
10014,10426
11145,10426
11273,10426
11498,10426
13426,10426
14181,10426
14379,10426
15110,10426
15141,10426
15159,10426
15236,10426
17726,10426
21231,10426
614,10426
927,10426
1271,10426
2078,10426
2942,10426
3499,10426
3735,10426
3805,10426
3896,10426
4502,10426
4579,10426
5212,10426
5896,10426
5910,10426
6045,10426
6151,10426
6232,10426
6473,10426
8869,10426
8879,10426
8896,10426
9220,10426
9974,10426
11230,10426
11260,10426
11644,10426
11775,10426
12254,10426
12714,10426
12740,10426
12936,10426
13104,10426
13441,10426
13487,10426
14213,10426
14228,10426
14961,10426
15085,10426
15290,10426
17299,10426
17392,10426
615,10446
2228,10446
5198,10446
6382,10446
7930,10446
10108,10446
10643,10446
4242,10446
9446,10446
9992,10446
1485,10498
9337,10498
5463,10498
5744,10498
2533,10568
6388,10568
2476,10568
4655,10568
15908,10568
9419,10575
1827,10575
9275,10575
5746,10575
5232,10627
7225,10627
6340,10627
1230,10691
755,10691
17392,10691
8016,10695
17344,10695
6382,10695
10643,10695
2192,10695
9867,10695
13085,10695
909,10711
4018,10711
4336,10742
2192,10742
254,10809
4498,10809
6290,10809
7694,10809
3798,10809
4948,10809
9557,10809
7460,10809
4343,10809
8734,10809
4111,10895
57,10895
2192,10895
496,10917
1330,10917
7962,10924
17392,10924
2726,10971
10068,10971
1184,10971
8603,10971
2337,10973
2890,10973
4187,10973
10395,10973
367,10973
1803,10973
2897,10973
3081,10973
3862,10973
4265,10973
8443,10973
9109,10973
9514,10973
10670,10973
12833,10973
4760,10973
5948,10973
8855,10973
10586,10973
12812,10973
11896,10993
6541,10993
3038,10993
12814,10993
6115,10993
21151,11008
909,11008
9369,11008
6213,11008
4296,11086
6213,11104
4531,11104
6763,11104
1387,11125
1901,11125
8606,11125
5212,11125
4290,11131
9140,11131
8974,11131
484,11136
10446,11136
10506,11136
10829,11136
11046,11136
1515,11185
5406,11185
7162,11185
4096,11185
5070,11185
10501,11185
12749,11185
6213,11185
9970,11185
15670,11185
4809,11185
7276,11185
11890,11185
15419,11185
306,11190
1730,11190
6382,11190
10643,11190
9992,11190
13085,11190
1517,11248
839,11248
1126,11248
3074,11248
1339,11248
1618,11248
5229,11248
15211,11248
4225,11269
5297,11269
6993,11269
8499,11269
3743,11269
5057,11269
14084,11269
339,11277
3097,11277
5458,11277
5918,11277
7558,11277
8883,11277
1387,11277
1639,11277
7467,11277
7961,11277
8700,11277
9294,11277
9319,11277
4440,11277
5587,11277
8139,11277
8482,11277
10503,11277
405,11277
1271,11277
3735,11277
4502,11277
6780,11277
8765,11277
10967,11277
11775,11277
14,11315
5458,11315
6290,11315
567,11315
2075,11315
4948,11315
5398,11315
5463,11315
9218,11315
9968,11315
2673,11315
8004,11315
2597,11315
3889,11315
9128,11315
10418,11315
22405,11315
18,11323
254,11323
961,11323
983,11323
2037,11323
2224,11323
2596,11323
3073,11323
3097,11323
3257,11323
4179,11323
4475,11323
5458,11323
6160,11323
6383,11323
6441,11323
9125,11323
9241,11323
12353,11323
19792,11323
159,11323
754,11323
899,11323
1123,11323
1205,11323
1654,11323
2311,11323
2442,11323
2506,11323
2773,11323
3077,11323
3370,11323
4453,11323
4518,11323
4560,11323
4574,11323
5432,11323
5847,11323
7467,11323
7827,11323
8263,11323
