id,facebook_id,page_name,page_type
9919,339487829553575,Naval Air Station Corpus Christi,government
14,374623305761,NASA's Marshall Space Flight Center,government
1745,44487808037,Armed Services Blood Program (ASBP),government
7694,127165553989732,National Cancer Institute,government
9125,299333106755756,U.S. Army Force Development Directorate,government
12523,111458375602031,Peterson AFB: 21st Space Wing,government
14666,122098681161930,NASA Desert RATS,government
15531,530226677002867,Army Sustainment,government
16630,247461518687871,NASA Centennial Challenges,government
18109,118399218208571,Kepler and K2 Missions,government
2596,69621718453,Resolute Support Mission,government
3892,267550469245,U.S. Air Force Thunderbirds,government
5918,319060001742,America's Navy,government
5093,339194428051,U.S. Army White Sands Missile Range,government
12364,602567953190361,WX Geeks,tvshow
14604,104786012162,United States Strategic Command,government
15951,78582953709,U.S. Army Reserve,government
6932,7003656077,American Airlines,company
13690,128003537214726,NYC Veterans,government
17686,92199963293,Jay Leno,tvshow
12353,185017611554223,New Jersey National Guard,government
17566,386149218109721,Steve Harvey TV,tvshow
958,365084476836621,Fox & Friends First,tvshow
5902,479042895558058,Last Week Tonight with John Oliver,tvshow
7880,47326583374,Late Show with David Letterman,tvshow
4816,1392795144304467,City of Bloomington - City Hall,government
13742,141594019208612,Fort Bliss Soldier for Life - Transition Assistance Program,government
5769,245680288776699,buybuy BABY,company
4290,95093993767,Tabasco,company
4131,157561335628,Washington State Department of Veterans Affairs,government
6160,103306806419737,Joint Services Support- Washington,government
19792,93591141124,U.S. Army Training and Doctrine Command,government
11323,723176121074055,U.S. Army SHARP,government
11787,306276102739575,McDonald Army Health Center,government
2037,176436179048300,Lyster Army Health Clinic,government
254,390109821076200,Rodriguez Army Health Clinic,government
4179,150157711716344,56th Multifunctional Medical Battalion,government
8923,388529957856852,Red Widow,tvshow
2990,31160214090,ABC7NY,tvshow
5203,143578635713467,U.S. Coast Guard San Diego,government
8926,202845923075672,U.S. Coast Guard Heartland,government
8117,69443214602,Homeland Security Committee,government
11910,628929990461566,"USCG Station New London, CT",government
1648,323467368576,Ghirardelli Chocolate Company,company
10924,60255730918,Wilton Cake Decorating,company
1738,1556320391336987,Spectrum,company
20388,433424820390,Premio Lo Nuestro,tvshow
13312,280155560076,McDonald's,company
2947,370928460240,UniMás,tvshow
10045,132533993435918,Florida Lottery,government
10206,148781461828788,Sal y Pimienta,tvshow
2325,259064500787947,Gold Medal Flour,company
347,526941187343344,New York Power Authority,government
22455,149100528467930,Monroe County Sheriff's Office,government
5951,256807091127344,New York Department of State,government
4086,35245929077,Disney Pixar,company
6171,140153407161,Child Welfare Information Gateway,government
2969,248662598157,VA Palo Alto Health Care System,government
3629,28488837485,Alaska Airlines,company
3737,212412608817808,Hawaii Department of Transportation,government
10809,267159894964,We Can! - Ways to Enhance Children's Activity & Nutrition,government
10742,106583587576,100 Layer Cake,company
9246,121388362246,Goldman Sachs,company
7824,76424239553,Liberty Mutual Insurance,company
10364,9062006483,REI,company
22033,142921205808013,FruitBouquets.com,company
13180,9481787170,ModCloth,company
406,145091098903710,NSW SES,government
150,97279934919,BP America,company
22374,128956403810041,U.S. Department of the Treasury 44,government
3948,287780611239191,Texas Attorney General,government
5828,87490183861,John Dingell,politician
4900,531271270348846,The Inspectors,tvshow
7403,114352081949970,Face The Nation,tvshow
1211,419339184770540,Graceland TV,tvshow
3683,39994206710,Real Housewives of Orange County,tvshow
1515,79744602482,Parenthood,tvshow
1517,310718132392309,Brooklyn Nine-Nine,tvshow
1362,136661110740,MorningStar Farms,company
8127,357389524269,Light & Fit,company
9937,148371108324,Disney PhotoPass Service,company
2530,123554897147,香港迪士尼樂園 | Hong Kong Disneyland,company
18581,153806571326997,Birdie NYC,government
7833,106976829331922,New York City Department of Consumer Affairs,government
18529,113173182075863,"Eat Healthy, Be Active NYC",government
3342,152173854860863,NYC zerowaste,government
13649,136174863096972,NYC °CoolRoofs,government
6202,128962093860639,NYC Department of Housing Preservation & Development (HPD),government
6562,490509774381399,New York City Medical Reserve Corps,government
11771,145237285504681,New York City Mayor's Office for People with Disabilities,government
12288,114100899072,NYC Emergency Management,government
14608,1609568492627979,NYC Dept. of Correction,government
9419,211281525566478,Hennepin County Government,government
10575,290933012782,Hennepin County Sheriff's Office,government
9966,114061895365162,The Good Guys,company
15423,123585981029762,Minute Maid,company
280,1524072161215280,Digicel,company
1054,175772339270,Rogers,company
10210,371814462654,Digicel,company
15397,163327684807,Shortland Street,tvshow
17284,92112537052,Digicel,company
18664,8389383510,Sprint,company
816,262903727065427,AAMI,company
8535,123485224329758,Digicel,company
9256,130910644370,Digicel,company
13853,367897517778,Digicel,company
21105,110061351221,Digicel,company
3616,8811587900,Gossip Girl,tvshow
9101,110323122333795,JB Hi-Fi,company
1927,179848128697913,HyperX,company
17610,364788176898461,Linio,company
3223,293265837466846,Senator Glenn Sterle,politician
3493,160779783972850,City of Gold Coast,government
18717,183799834990053,Abu Dhabi Digital Government,government
6731,136625737014,Gainesville Police Department,government
4523,1421225101472594,"Lake County, IL Government",government
8061,281642818653,Okaloosa County Sheriff's Office,government
11190,24397124948,Perry Ellis,company
4992,255818217804,Michigan Economic Development Corporation,government
11721,200969413280005,Shell,company
5013,238914629482880,Ramón Luis Nieves,politician
9809,191739617570934,Cirilo Tirado,politician
6820,366816623349282,Wanda Soler (Oficial),politician
14505,194381443933922,María de Lourdes Santiago,politician
21729,63811549237,The Obama White House,government
11679,493212350715466,Preachers' Daughters,tvshow
65,288263184580783,GoBank,company
6418,322425371183500,Ugly Betty,tvshow
16387,291824160232,Pretty Little Liars,tvshow
7932,215138065124,Louis Vuitton,company
18334,93994186393,Drop Dead Diva,tvshow
4823,165605291884,Purina Pro Plan for Professionals,company
5201,240386456505,Westminster Kennel Club Dog Show,tvshow
1900,150660568323582,ZnamyLekar,company
4805,16552638255,Hebrew National,company
6686,278150932286658,New York State Police,government
8367,252838241394735,US National Weather Service Albany NY,government
4789,207517135943435,RightThisMinute,tvshow
17692,750994361600681,New Mexico National Guard,government
20067,256438107759901,U.S. Coast Guard Pacific Southwest,government
983,14592510809,1st Cavalry Division,government
18655,283552195138889,Defense TV,government
7558,123275138804,Supreme Headquarters Allied Powers Europe (SHAPE),government
20922,139643907825,U.S. Army Warrior Care and Transition,government
9703,186966110047,Vogue Eyewear,company
1244,134146296633274,Air Canada,company
14840,199504650087085,United,company
16386,154754501295011,Brown Cow Yogurt,company
4919,113296398694494,Fry's Food Stores,company
4116,215132221210,WD,company
14495,114090318633931,ampm,company
9069,36238026758,Deadliest Catch,tvshow
3663,46792124872,The Universe,tvshow
924,144957832235679,Only in America with Larry the Cable Guy,tvshow
2410,7906794444,Buck Commander,tvshow
8555,145061188887120,Ugly Stik,company
70,49649942718,Modern Marvels,tvshow
5723,301543139918202,Call of the Wildman,tvshow
11745,337166469633637,Medibank,company
11928,108508099217571,Decatur Active Living,government
5740,631118330282410,GNARBOX,company
946,168995563113192,LiftMaster,company
2217,146030012078459,Hot Tamales,company
20416,157124546943,International Delight,company
2127,244687192266843,Nestlé Kariyer,company
12382,398869033618956,San Pellegrino,company
2762,141091539263448,Brothers and Sisters,tvshow
2534,29112278285,Scrubs,tvshow
6621,344226585660387,Michael Hart MP,politician
12252,22265760886,Sunrise,tvshow
10327,208043925927503,Samsung,company
17507,117386068281442,Ten Eyewitness News Queensland,tvshow
18052,103072239832731,John-Paul Langbroek,politician
4279,119342101442827,Kusmi Tea,company
20543,10150136203045543,Extreme Makeover Home Edition,tvshow
19673,274012889262,THP,company
624,265313250248504,North Dakota Highway Patrol,government
9024,158431987525505,131st Bomb  Wing Missouri Air National Guard,government
770,49603292195,Missouri National Guard,government
9784,74178981954,U.S. Department of Housing and Urban Development,government
14603,299066286775296,IOCI Media Services,government
3139,151291604902883,Caso Cerrado - Telemundo,tvshow
2461,173938079308875,US National Weather Service Sacramento California,government
961,105358232339,PEO Soldier,government
18,107219255341,1st Armored Division Sustainment Brigade,government
3024,254358937936563,Naval Air Station Patuxent River,government
1001,6067784583,Carnival Cruise Line,company
10917,199708540109,NOAA Chesapeake Bay Interpretive Buoy System (CBIBS),government
2900,1631583100412213,The Carmichael Show,tvshow
5156,29313088338,This Hour Has 22 Minutes,tvshow
5406,522798601092584,Sean Saves the World,tvshow
245,71091028689,Sleep Number Careers,company
4956,170099283015889,IMG,company
14497,404391086302925,U.S. Army Chaplain Corps,government
19086,578768585477889,Womack Army Medical Center,government
19551,150654081687408,U.S. Army Corps of Engineers Southwestern Division,government
19587,307374519275508,Network Enterprise Center (NEC) - West Point,government
19992,157924274267232,173rd Airborne Brigade,government
11376,148755278523144,U.S. Army Fort Lee,government
6815,310397475638806,Consulate General of Canada in New York,government
7749,285378284905999,Ministerio de Defensa España,government
17117,342812812551636,"Cornwall, NY Office of Emergency Management",government
14045,164314256941364,"HQ, Department of the Army, Electronic Warfare Office",government
10426,116223671757113,"Los Angeles District, U.S. Army Corps of Engineers",government
4475,211753775986,75th Field Artillery Brigade,government
864,164735226939883,"E Troop, 5-15th Cavalry Regiment, 194th AR BDE",government
11352,135995490788,"\"1st Battalion 506th Infantry Regiment \"\"Red Currahee\"\"\"",government
15076,107808449277242,U.S. Army Public Health Center,government
15706,419415781454960,"\"Academia Forțelor Terestre \"\"Nicolae Bălcescu\"\" Sibiu\"",government
16806,197306243661951,86th Training Division,government
20586,80248171305,Fort Riley,government
20700,121549478551,U.S. Army Combined Arms Center,government
6499,17432988290,Sons of Anarchy,tvshow
19264,59672943648,Survivor,tvshow
18719,10036618151,IHOP,company
13679,118184784862443,The Borgias,tvshow
7982,345005634030,NewsWatch Television,tvshow
11185,14352220141,30 Rock,tvshow
3097,79227659117,U.S. Africa Command (AFRICOM),government
14427,71981049359,Fairmont Hotels & Resorts,company
14378,219011848119669,LIAT,company
4528,143262022382580,GOL Linhas Aéreas,company
7203,252702104765599,Ministère du Tourisme d’Haïti,government
2744,304274016378789,Australia in Brunei Darussalam,government
12648,670752186339486,Australia in the Caribbean,government
12898,334261059949499,NSW National Parks and Wildlife Service,government
10627,291256760996938,"Australia’s Outback, Northern Territory",company
12466,122524771192559,FlyScoot,company
395,118052160630,NSW Maritime,government
1934,235553232457,Thai Airways,company
11703,123924940278,ZUJI Australia,company
2425,591565267540978,Jaguar,company
9314,53960272605,Allegiant,company
9898,197908256931216,Tim Ryan,politician
5483,102604983123665,Kelsey Nixon,tvshow
6628,145863005522950,Fort George G. Meade BOSS,government
14307,162814220412058,314th Press Camp Headquarters,government
16999,132800783434417,Army Management Staff College,government
1263,176312305782431,"10th Brigade Support Battalion, 1BCT, 10th MTN DIV",government
1891,139421816302,99th Regional Support Command,government
11972,381224741931289,PEO Ground Combat Systems,government
12102,217123538373277,Ft Sam Houston Civilian Personnel Advisory Center,government
8402,190429904330908,Fort Leonard Wood Army Community Service (ACS),government
5073,110546965641801,5th Squadron 4th Cavalry Regiment,government
12939,171335822906429,Fort Drum Relocation Readiness Program,government
16175,116915681611,USAACE and Fort Rucker,government
17042,158882494137127,Hohenfels Family and MWR,government
11545,240549216431,Slim Jim,company
9372,140445445010,RO*TEL,company
5880,25697207138,Peter Pan Peanut Butter,company
5925,172408619484128,Dish Nation,tvshow
3392,48881477331,Being Erica,tvshow
11325,57480265794,Who Wants To Be A Millionaire,tvshow
2593,301458053704,The Gates,tvshow
1655,145288442221338,Carnival Cruise Line Entertainment,company
4022,20650012122,U.S. Embassy Oslo,government
1823,155357921154325,U.S. Embassy to the Holy See (Vatican),government
20135,189032241145421,U.S. State Department - OES,government
16413,124790897636520,Mountain Dew Canada,company
15262,60627332960,Doritos,company
9868,117767304933652,Act II México,company
8143,270350900574,Chex Mix,company
11960,212180148914424,Lucky Charms,company
10071,133020666721111,Pepperidge Farm Milano cookies,company
2622,249190311796257,Nutella,company
477,187248587965806,Nutella,company
7766,105520279542061,Brooks Running,company
1976,172179732829881,Tic Tac,company
3788,78933666629,Nutella,company
15246,141927100221,Monique Lhuillier,company
1902,588400107853314,Marco Furfaro,politician
1183,151013691690417,Elementary,tvshow
2956,87691502056,Speedo,company
11156,245328642342821,Jelly Belly,company
1662,530025960379181,NESCAFÉ DOLCE GUSTO Australia & New Zealand,company
20833,123757574323453,Uncle Tobys,company
18118,361515933880140,Queensland Ambulance Service (QAS),government
14279,371474609642334,San Pellegrino,company
13653,284208428457112,Pennsylvania Department of Human Services,government
6290,121779384567812,Intramural Research Program at the National Institutes of Health (NIH IRP),government
9724,196962083762082,Ben & Jerry's,company
12390,69906173480,Wawa,company
14640,167499746617461,USA and Slovakia,government
2668,712187685504283,Sangre De Mi Tierra,tvshow
1536,316698395087275,Carolina Herrera,company
3569,752174624811191,Los Miserables,tvshow
1883,156980941034957,saksmexico,company
2365,68887839887,Blimpie,company
11818,523163231094592,Oscar Health,company
16574,108402687457,US Minority Business Development Agency (MBDA),government
148,144878942355905,New York City Law Department,government
17357,376635246253,NYSDOH - New York State Health Department,government
8126,61539048747,Real Housewives of New Jersey,tvshow
11277,132785733915,U.S. Naval Forces Europe-Africa/U.S. Sixth Fleet,government
2356,116635248368450,Gonzaga University ROTC Bulldog Battalion,government
11736,134548256687679,Joint Congressional Committee on Inaugural Ceremonies,government
14800,242483239430736,The Arrangement,tvshow
18045,796754170334856,Project Greenlight,tvshow
5209,15662922700,The Closer,tvshow
15331,1462060134019099,Hot Package,tvshow
11248,221127344750774,Empire,tvshow
18661,157579247605075,The Real Housewives of Beverly Hills,tvshow
1719,96545215465,The Little Couple,tvshow
912,751893428177527,Unbreakable Kimmy Schmidt,tvshow
7457,405541409459785,Turkish Airlines,company
9944,129288560538106,Turkish Airlines,company
19079,322859874441714,Turkish Airlines,company
756,199629460146341,Turkish Airlines,company
15067,262030553885979,Turkish Airlines,company
101,104513569620273,The X Factor (USA),tvshow
1876,73580501234,Tropicana,company
3390,115253045176016,31st Marine Expeditionary Unit,government
11401,172713149068,Wyoming National Guard,government
2224,67016202636,"3rd Armored Brigade Combat Team, 1st Armored Division",government
3110,249708308472720,"1st Battalion, 38th Infantry Regiment, 1st Stryker Brigade Combat Team",government
3996,257552121324,Arizona National Guard,government
4415,503911453045425,Idaho Fish and Game Southwest Region,government
14026,398243833618656,Chipotle Careers,company
19856,159083610825448,Disney Careers,company
13822,195809623776896,House Committee on Veterans' Affairs,government
4356,5902578166,POV,tvshow
20065,1608897202677013,Avocados from Mexico - Canada,company
6209,1812587555735339,Grand Central Life & Style,company
13588,678707785538538,Dole Sunshine,company
2228,116325855074719,Elizabeth and James,company
15229,159769490730766,1st Look,tvshow
3880,170143543101285,U.S. Consulate General Montréal,government
5395,73566404041,NH Chronicle,tvshow
5772,167960527365,Twin Peaks Restaurants,company
4983,112984512149815,42West,company
7994,121525454527383,Mossy Oak BioLogic,company
9194,948558488496512,Bullseye,tvshow
17022,132641833704,Eye on L.A.,tvshow
19835,768145146634913,Celebrity Family Feud,tvshow
19778,11803025909,Tory Burch,company
9468,178521342176430,Paul and Shark,company
12940,124842316864,Christian Louboutin,company
11847,126094760821059,ROCHAS,company
15897,184360374941311,LOEWE,company
6053,19715933496,Dannijo,company
9481,129410907341,Triumph,company
21247,96259142338,Dora the Explorer,tvshow
20595,21601839939,Giant Eagle,company
14697,152452064782617,Power Rangers,tvshow
20810,22092443056,Starbucks,company
3101,109559872434,Kortney & Dave,tvshow
10107,392443934110646,Liebherr Construction,company
14734,31232272780,Antiques Roadshow l PBS,tvshow
15118,219193984789939,How It's Made,tvshow
11844,155308444518285,Restaurant: Impossible,tvshow
9190,1438713859762550,FABLifeShow,tvshow
20512,201005189950017,"Village of Elk Grove, Illinois",government
19447,168342453214799,Publix,company
22376,146058255466236,Consulate General of Finland in Shanghai - Shanghain pääkonsulaatti,government
2477,254647791328367,Incredible Crew,tvshow
21323,395013845897,NASA Goddard,government
4095,105310924507,Ben 10,tvshow
13723,140501687672,Twix,company
2190,134615383218473,Burger King,company
5108,516939755038255,Uncle Grandpa,tvshow
18374,202406810136,MakerBot,company
17149,142825982446439,The Amazing World of Gumball,tvshow
13885,7144906559,KFC,company
17910,230809307041021,Pokémon,company
1812,424153487650345,Pebbles Cereal,company
7341,5943153747,Weeds,tvshow
6029,69144888562,True Blood,tvshow
13458,56278751849,Mid-America Regional Council,government
16515,185304857890,Elf,company
22121,215714485107840,Voya,company
16915,81862836665,Staples,company
22443,121219973056,EnergySaver.gov,government
20822,138520879492565,Bay City Electric Light & Power,government
17422,1376948209239927,South San Francisco Parks and Recreation Department,government
5890,90229869376,Sainsbury's,company
25,9615015947,TalkTalk,company
8992,6375237421,Amazon Prime Video UK,company
17812,227134143974385,Walmart Costa Rica,company
17745,287926217984848,Supermercados La Unión - Nicaragua,company
15447,117266245005679,Smucker's,company
3396,161641000543965,Eggo,company
4318,64867348875,Snapple,company
17850,118525178203216,Brookside Chocolate,company
18268,147553831932135,Land O'Lakes,company
12801,169424884351,Apple & Eve,company
15771,117840574919992,Blue Bloods,tvshow
16246,212919592073724,Person of Interest,tvshow
15673,83972371475,The Good Wife,tvshow
21255,6209532642,Zagat,company
13256,122079997892608,"Office of Sustainability, City of Austin",government
21787,118737467661,New York State Department of Labor,government
14398,287909914030,FYI Philly,tvshow
17571,66499758370,Best Western Hotels & Resorts,company
5089,89391970955,Z Gallerie,company
10568,200219064607,Cityline,tvshow
6356,100746545347,COUNTRY Financial,company
14985,338409052876721,The Late Late Show,tvshow
21115,219222765912,Chi-Chi's,company
19509,585219218202365,Clara López,politician
18107,53481427529,Congressman Jared Polis,politician
10066,7860876103,Joe Biden,politician
7602,101356533405538,Jason Clare,politician
16576,202197548518,Telstra Careers,company
17753,488310257929059,Microsoft,company
17150,120322537997428,Tic Tac,company
14502,173349336032985,Fire and Rescue NSW,government
9211,159163487447469,Wide World of Sports,tvshow
7866,204578316245534,iSelect,company
9356,265953553443689,Firescience.Gov,government
20156,350136235124245,Alpena Fish and Wildlife Conservation Office,government
9379,149535558429606,Florida Keys National Wildlife Refuges Complex,government
18454,527537817309932,Pendills and Sullivan Creek National Fish Hatchery,government
22378,157028227677953,Today's Document,government
21440,150425281688802,Netshoes,company
12967,271687062672,UK in Bangladesh,government
14400,119383311426996,UK in Israel,government
19757,201357451715,National Oceanic and Atmospheric Administration (NOAA),government
15115,149332921789857,UK in Nepal,government
21106,156339291091260,British Embassy in Cambodia,government
21253,112039355523735,British Embassy in Algeria,government
16705,124691627556682,HM Governor's Office in the BVI,government
10498,47918118982,Karen Bass,politician
20008,700899663340679,Travel Expo,company
19837,115589531820707,NASA Langley Research Center,government
18858,161692063946619,NASA's Space Launch System,government
21793,183894928324904,Vidpresso,company
10695,59725750864,Fossil,company
